"","X","pays1","pays2","dist"
"1",1,"Afghanistan","Albania",3538.82691643274
"2",2,"Afghanistan","Algeria",4660.36867803253
"3",3,"Afghanistan","American Samoa",13105.4365685736
"4",4,"Afghanistan","Andorra",5100.43880327883
"5",5,"Afghanistan","Angola",5860.6711858521
"6",6,"Afghanistan","Anguilla",11647.1742728277
"7",7,"Afghanistan","Antarctica",10587.7707177297
"8",8,"Afghanistan","Antigua",11643.4774179947
"9",9,"Afghanistan","Argentina",13663.7226765119
"10",10,"Afghanistan","Armenia",1357.55588267017
"11",11,"Afghanistan","Aruba",12619.4544764777
"12",12,"Afghanistan","Ascension Island",9038.71068618699
"13",13,"Afghanistan","Australia",7488.36319200355
"14",14,"Afghanistan","Austria",3853.42090436718
"15",15,"Afghanistan","Azerbaijan",1087.29591907067
"16",16,"Afghanistan","Azores",7423.01375566101
"17",17,"Afghanistan","Bahamas",11849.1299157114
"18",18,"Afghanistan","Bahrain",1084.68919677108
"19",19,"Afghanistan","Bangladesh",1735.70526644935
"20",20,"Afghanistan","Barbados",11774.8497642209
"21",21,"Afghanistan","Barbuda",11603.6969309294
"22",22,"Afghanistan","Belarus",2961.48941239949
"23",23,"Afghanistan","Belgium",4646.55569059298
"24",24,"Afghanistan","Belize",13216.8572755344
"25",25,"Afghanistan","Benin",6223.65822634071
"26",26,"Afghanistan","Bermuda",10609.1752034224
"27",27,"Afghanistan","Bhutan",1701.87437919632
"28",28,"Afghanistan","Bolivia",13649.8174581646
"29",29,"Afghanistan","Bonaire",12518.8886361571
"30",30,"Afghanistan","Bosnia and Herzegovina",3646.50259279126
"31",31,"Afghanistan","Botswana",6509.608395066
"32",32,"Afghanistan","Brazil",10878.984841456
"33",33,"Afghanistan","Brunei",5378.25730541461
"34",34,"Afghanistan","Bulgaria",2921.77048474538
"35",35,"Afghanistan","Burkina Faso",6313.25401930962
"36",36,"Afghanistan","Burundi",4808.75569503106
"37",37,"Afghanistan","Cambodia",3773.4803736833
"38",38,"Afghanistan","Cameroon",5106.8222621606
"39",39,"Afghanistan","Canada",6325.037324417
"40",40,"Afghanistan","Canary Islands",6876.40211860423
"41",41,"Afghanistan","Cape Verde",8385.69314349539
"42",42,"Afghanistan","Cayman Islands",12632.3371280332
"43",43,"Afghanistan","Central African Republic",4429.380231707
"44",44,"Afghanistan","Chad",3884.41608500142
"45",45,"Afghanistan","Chagos Archipelago",4145.11365766113
"46",46,"Afghanistan","Chile",14736.775237208
"47",47,"Afghanistan","China",0
"48",48,"Afghanistan","Christmas Island",6077.4534400207
"49",49,"Afghanistan","Cocos Islands",5684.59291279526
"50",50,"Afghanistan","Colombia",12731.3899766697
"51",51,"Afghanistan","Comoros",4932.80669993195
"52",52,"Afghanistan","Cook Islands",14497.0866443827
"53",53,"Afghanistan","Costa Rica",13678.2047422277
"54",54,"Afghanistan","Croatia",3663.5330368491
"55",55,"Afghanistan","Cuba",12244.6976977924
"56",56,"Afghanistan","Curacao",12569.5658070795
"57",57,"Afghanistan","Cyprus",2370.07165889808
"58",58,"Afghanistan","Czech Republic",3748.33994826395
"59",59,"Afghanistan","Democratic Republic of the Congo",4297.94613027617
"60",60,"Afghanistan","Denmark",4106.97551061564
"61",61,"Afghanistan","Djibouti",2636.1885134791
"62",62,"Afghanistan","Dominica",11734.2027908461
"63",63,"Afghanistan","Dominican Republic",11999.6635445894
"64",64,"Afghanistan","Ecuador",14048.8206891017
"65",65,"Afghanistan","Egypt",2465.52426183249
"66",66,"Afghanistan","El Salvador",13636.0119756973
"67",67,"Afghanistan","Equatorial Guinea",6052.98101410686
"68",68,"Afghanistan","Eritrea",2609.09127769805
"69",69,"Afghanistan","Estonia",3492.42292839093
"70",70,"Afghanistan","Ethiopia",2696.33988933461
"71",71,"Afghanistan","Falkland Islands",14493.4384517065
"72",72,"Afghanistan","Faroe Islands",5433.03865133044
"73",73,"Afghanistan","Fiji",11910.042522772
"74",74,"Afghanistan","Finland",3632.2813393739
"75",75,"Afghanistan","France",4470.14807682695
"76",76,"Afghanistan","French Guiana",11748.3111312031
"77",77,"Afghanistan","French Polynesia",14942.7645367003
"78",78,"Afghanistan","French Southern and Antarctic Lands",8456.53323111764
"79",79,"Afghanistan","Gabon",5848.22355511669
"80",80,"Afghanistan","Gambia",7751.8339099205
"81",81,"Afghanistan","Georgia",1416.34228580152
"82",82,"Afghanistan","Germany",4042.91396041964
"83",83,"Afghanistan","Ghana",6603.47992236016
"84",84,"Afghanistan","Greece",2932.71438130854
"85",85,"Afghanistan","Greenland",5672.83588165705
"86",86,"Afghanistan","Grenada",12016.8801108342
"87",87,"Afghanistan","Grenadines",11921.3350240912
"88",88,"Afghanistan","Guadeloupe",11670.690641201
"89",89,"Afghanistan","Guam",7334.44449909518
"90",90,"Afghanistan","Guatemala",13323.8741967066
"91",91,"Afghanistan","Guernsey",5289.18336437481
"92",92,"Afghanistan","Guinea",7369.52182347331
"93",93,"Afghanistan","Guinea-Bissau",7787.31907300893
"94",94,"Afghanistan","Guyana",12112.8162480125
"95",95,"Afghanistan","Haiti",12140.4668310078
"96",96,"Afghanistan","Heard Island",9167.30874885348
"97",97,"Afghanistan","Honduras",13257.7339545956
"98",98,"Afghanistan","Hungary",3428.0240664551
"99",99,"Afghanistan","Iceland",5776.19163304134
"100",100,"Afghanistan","India",217.569436787528
"101",101,"Afghanistan","Indonesia",3948.07665923574
"102",102,"Afghanistan","Iran",0
"103",103,"Afghanistan","Iraq",1186.11773922189
"104",104,"Afghanistan","Ireland",5472.68839707097
"105",105,"Afghanistan","Isle of Man",5351.52411940591
"106",106,"Afghanistan","Israel",2276.16422070653
"107",107,"Afghanistan","Italy",3757.14415601331
"108",108,"Afghanistan","Ivory Coast",6945.62852734139
"109",109,"Afghanistan","Jamaica",12571.9201104622
"110",110,"Afghanistan","Japan",4827.77315855954
"111",111,"Afghanistan","Jersey",5257.87769516418
"112",112,"Afghanistan","Jordan",1983.80863206028
"113",113,"Afghanistan","Kazakhstan",307.005703756051
"114",114,"Afghanistan","Kenya",3491.85118922384
"115",115,"Afghanistan","Kiribati",10480.6858979782
"116",116,"Afghanistan","Kosovo",3470.74391441439
"117",117,"Afghanistan","Kuwait",1207.20478446117
"118",118,"Afghanistan","Kyrgyzstan",104.397310003681
"119",119,"Afghanistan","Laos",3045.11178929265
"120",120,"Afghanistan","Latvia",3379.04795238629
"121",121,"Afghanistan","Lebanon",2198.92075694865
"122",122,"Afghanistan","Lesotho",7317.94122638149
"123",123,"Afghanistan","Liberia",7600.38079738305
"124",124,"Afghanistan","Libya",3301.54092108148
"125",125,"Afghanistan","Liechtenstein",4418.7508296022
"126",126,"Afghanistan","Lithuania",3412.23402718844
"127",127,"Afghanistan","Luxembourg",4638.79912354575
"128",128,"Afghanistan","Macedonia",3368.7233298015
"129",129,"Afghanistan","Madagascar",4802.77513540963
"130",130,"Afghanistan","Madeira Islands",6992.4216010257
"131",131,"Afghanistan","Malawi",5217.09841926465
"132",132,"Afghanistan","Malaysia",4233.67730378215
"133",133,"Afghanistan","Maldives",2935.79476673768
"134",134,"Afghanistan","Mali",5767.00225896987
"135",135,"Afghanistan","Malta",4158.98951057965
"136",136,"Afghanistan","Marshall Islands",9441.58796268412
"137",137,"Afghanistan","Martinique",11768.5873432985
"138",138,"Afghanistan","Mauritania",6305.59124366649
"139",139,"Afghanistan","Mauritius",5490.18555204311
"140",140,"Afghanistan","Mayotte",4998.21520957382
"141",141,"Afghanistan","Mexico",12101.4641108918
"142",142,"Afghanistan","Micronesia",7008.78982712066
"143",143,"Afghanistan","Moldova",2855.70788252496
"144",144,"Afghanistan","Monaco",4621.4587877241
"145",145,"Afghanistan","Mongolia",1601.5579410427
"146",146,"Afghanistan","Montenegro",3585.50939471612
"147",147,"Afghanistan","Montserrat",11702.8919592934
"148",148,"Afghanistan","Morocco",5628.18963810633
"149",149,"Afghanistan","Mozambique",4967.88223813078
"150",150,"Afghanistan","Myanmar",2240.67299310598
"151",151,"Afghanistan","Namibia",6505.81552333416
"152",152,"Afghanistan","Nauru",10225.3763276971
"153",153,"Afghanistan","Nepal",960.650231821287
"154",154,"Afghanistan","Netherlands",4593.2116232566
"155",155,"Afghanistan","Nevis",11701.1752708361
"156",156,"Afghanistan","New Caledonia",10853.9143740064
"157",157,"Afghanistan","New Zealand",12583.4077935293
"158",158,"Afghanistan","Nicaragua",13272.2006591146
"159",159,"Afghanistan","Niger",4577.96371473936
"160",160,"Afghanistan","Nigeria",5147.54486319777
"161",161,"Afghanistan","Niue",13473.6315390437
"162",162,"Afghanistan","Norfolk Island",12142.5863578823
"163",163,"Afghanistan","Northern Mariana Islands",7090.23091325928
"164",164,"Afghanistan","North Korea",4263.61964228532
"165",165,"Afghanistan","Norway",4121.67560898368
"166",166,"Afghanistan","Oman",583.514502535732
"167",167,"Afghanistan","Pakistan",0
"168",168,"Afghanistan","Palau",6830.56966920327
"169",169,"Afghanistan","Palestine",2325.59555291745
"170",170,"Afghanistan","Panama",13468.4102820151
"171",171,"Afghanistan","Papua New Guinea",8098.13531575851
"172",172,"Afghanistan","Paraguay",13633.5883492463
"173",173,"Afghanistan","Peru",13832.1203467153
"174",174,"Afghanistan","Philippines",4863.3350074754
"175",175,"Afghanistan","Pitcairn Islands",17388.4619730344
"176",176,"Afghanistan","Poland",3401.25844566254
"177",177,"Afghanistan","Portugal",5766.24476457844
"178",178,"Afghanistan","Puerto Rico",11825.643875035
"179",179,"Afghanistan","Qatar",1014.83575789668
"180",180,"Afghanistan","Republic of Congo",5317.8197581203
"181",181,"Afghanistan","Reunion",5612.99431538568
"182",182,"Afghanistan","Romania",2860.34019507787
"183",183,"Afghanistan","Russia",1299.78352619725
"184",184,"Afghanistan","Rwanda",4699.41363761653
"185",185,"Afghanistan","Saba",11715.0538711185
"186",186,"Afghanistan","Saint Barthelemy",11662.2794438375
"187",187,"Afghanistan","Saint Helena",8743.82854902242
"188",188,"Afghanistan","Saint Kitts",11700.0070212117
"189",189,"Afghanistan","Saint Lucia",11818.2954896387
"190",190,"Afghanistan","Saint Martin",11662.1524451408
"191",191,"Afghanistan","Saint Pierre and Miquelon",8938.52118143806
"192",192,"Afghanistan","Saint Vincent",11892.8868907682
"193",193,"Afghanistan","Samoa",12881.5445732626
"194",194,"Afghanistan","San Marino",4213.33584414427
"195",195,"Afghanistan","Sao Tome and Principe",6437.9647994569
"196",196,"Afghanistan","Saudi Arabia",973.069275776551
"197",197,"Afghanistan","Senegal",7530.2550458995
"198",198,"Afghanistan","Serbia",3371.28973675852
"199",199,"Afghanistan","Seychelles",3832.47295105465
"200",200,"Afghanistan","Siachen Glacier",242.112054831748
"201",201,"Afghanistan","Sierra Leone",7704.27196352466
"202",202,"Afghanistan","Singapore",4944.31481064244
"203",203,"Afghanistan","Sint Eustatius",11705.2766206788
"204",204,"Afghanistan","Sint Maarten",11665.0977207355
"205",205,"Afghanistan","Slovakia",3474.41236688832
"206",206,"Afghanistan","Slovenia",3892.21069069137
"207",207,"Afghanistan","Solomon Islands",9673.37857575308
"208",208,"Afghanistan","Somalia",2228.92944969812
"209",209,"Afghanistan","South Africa",6590.89980976343
"210",210,"Afghanistan","South Georgia",13070.8582884833
"211",211,"Afghanistan","South Korea",4492.68888603606
"212",212,"Afghanistan","South Sandwich Islands",12620.0799309487
"213",213,"Afghanistan","South Sudan",3457.77173280364
"214",214,"Afghanistan","Spain",4954.94678314457
"215",215,"Afghanistan","Sri Lanka",2640.63867711603
"216",216,"Afghanistan","Sudan",2548.32660737315
"217",217,"Afghanistan","Suriname",11864.2173139628
"218",218,"Afghanistan","Swaziland",6903.00170262624
"219",219,"Afghanistan","Sweden",3949.46460318247
"220",220,"Afghanistan","Switzerland",4355.54158419596
"221",221,"Afghanistan","Syria",1673.3163031285
"222",222,"Afghanistan","Taiwan",4342.21866860598
"223",223,"Afghanistan","Tajikistan",0
"224",224,"Afghanistan","Tanzania",4400.2154295839
"225",225,"Afghanistan","Thailand",2964.61115950647
"226",226,"Afghanistan","Timor-Leste",7264.60674012572
"227",227,"Afghanistan","Tobago",12000.608733138
"228",228,"Afghanistan","Togo",6519.60380280575
"229",229,"Afghanistan","Tonga",13083.7180687862
"230",230,"Afghanistan","Trinidad",12068.6293566979
"231",231,"Afghanistan","Tunisia",4439.86427569459
"232",232,"Afghanistan","Turkey",1461.34250511456
"233",233,"Afghanistan","Turkmenistan",0
"234",234,"Afghanistan","Turks and Caicos Islands",11950.4782240687
"235",235,"Afghanistan","Uganda",4005.64239518843
"236",236,"Afghanistan","UK",4960.43336282064
"237",237,"Afghanistan","Ukraine",2234.04741612901
"238",238,"Afghanistan","United Arab Emirates",624.444542101805
"239",239,"Afghanistan","Uruguay",13835.8457150527
"240",240,"Afghanistan","USA",7213.74582590835
"241",241,"Afghanistan","Uzbekistan",0
"242",242,"Afghanistan","Vanuatu",11128.9911501248
"243",243,"Afghanistan","Vatican",4242.49470849295
"244",244,"Afghanistan","Venezuela",12152.2331775055
"245",245,"Afghanistan","Vietnam",3087.58511711219
"246",246,"Afghanistan","Virgin Islands, British",11704.2694220475
"247",247,"Afghanistan","Virgin Islands, US",11762.31220449
"248",248,"Afghanistan","Wallis and Futuna",12447.682956535
"249",249,"Afghanistan","Western Sahara",6528.43071119169
"250",250,"Afghanistan","Yemen",1500.62487561144
"251",251,"Afghanistan","Zambia",5274.83821392459
"252",252,"Afghanistan","Zimbabwe",5959.48616521114
"253",253,"Albania","Afghanistan",3538.82691643274
"254",254,"Albania","Algeria",1010.48308547165
"255",255,"Albania","American Samoa",16705.0044843977
"256",256,"Albania","Andorra",1442.86542727819
"257",257,"Albania","Angola",4938.5274305713
"258",258,"Albania","Anguilla",8042.90904205209
"259",259,"Albania","Antarctica",12028.8327279953
"260",260,"Albania","Antigua",8019.27785003081
"261",261,"Albania","Argentina",10518.4145723769
"262",262,"Albania","Armenia",1884.11163498453
"263",263,"Albania","Aruba",9022.8415229058
"264",264,"Albania","Ascension Island",6346.54903178498
"265",265,"Albania","Australia",11803.4109124222
"266",266,"Albania","Austria",536.931052490521
"267",267,"Albania","Azerbaijan",2011.55991710534
"268",268,"Albania","Azores",3783.75099626606
"269",269,"Albania","Bahamas",8538.40635575453
"270",270,"Albania","Bahrain",3146.67956897986
"271",271,"Albania","Bangladesh",6287.55044573904
"272",272,"Albania","Barbados",8114.09617755493
"273",273,"Albania","Barbuda",7984.81497893676
"274",274,"Albania","Belarus",1029.26709367961
"275",275,"Albania","Belgium",1314.97908447721
"276",276,"Albania","Belize",10012.4993917926
"277",277,"Albania","Benin",3466.10653644106
"278",278,"Albania","Bermuda",7223.22697068519
"279",279,"Albania","Bhutan",6281.12156225618
"280",280,"Albania","Bolivia",10153.7709682923
"281",281,"Albania","Bonaire",8904.00036446511
"282",282,"Albania","Bosnia and Herzegovina",77.239219709464
"283",283,"Albania","Botswana",6379.8043822274
"284",284,"Albania","Brazil",7523.90980002755
"285",285,"Albania","Brunei",9937.18998794182
"286",286,"Albania","Bulgaria",149.927659757156
"287",287,"Albania","Burkina Faso",3357.01007894968
"288",288,"Albania","Burundi",4754.7798755168
"289",289,"Albania","Cambodia",8313.04909547079
"290",290,"Albania","Cameroon",3001.88432108007
"291",291,"Albania","Canada",5195.86807295662
"292",292,"Albania","Canary Islands",3220.76269441657
"293",293,"Albania","Cape Verde",4819.2249312186
"294",294,"Albania","Cayman Islands",9271.68724114174
"295",295,"Albania","Central African Republic",3183.05712015313
"296",296,"Albania","Chad",1840.12199798257
"297",297,"Albania","Chagos Archipelago",7453.17066134451
"298",298,"Albania","Chile",11156.1618236712
"299",299,"Albania","China",4418.39870041394
"300",300,"Albania","Christmas Island",10307.200676468
"301",301,"Albania","Cocos Islands",9712.1995838438
"302",302,"Albania","Colombia",9144.93279062133
"303",303,"Albania","Comoros",6133.61226931615
"304",304,"Albania","Cook Islands",17623.5879075862
"305",305,"Albania","Costa Rica",10246.0069216466
"306",306,"Albania","Croatia",69.2564363586458
"307",307,"Albania","Cuba",8797.10676536036
"308",308,"Albania","Curacao",8959.06661084875
"309",309,"Albania","Cyprus",1164.60833489936
"310",310,"Albania","Czech Republic",695.192353252903
"311",311,"Albania","Democratic Republic of the Congo",3824.73083143638
"312",312,"Albania","Denmark",1415.20507652077
"313",313,"Albania","Djibouti",3716.71149389355
"314",314,"Albania","Dominica",8096.40389678801
"315",315,"Albania","Dominican Republic",8452.45014563865
"316",316,"Albania","Ecuador",10396.0877009502
"317",317,"Albania","Egypt",993.549941858498
"318",318,"Albania","El Salvador",10339.3588660836
"319",319,"Albania","Equatorial Guinea",4134.37130282484
"320",320,"Albania","Eritrea",2983.5095885272
"321",321,"Albania","Estonia",1707.62875334477
"322",322,"Albania","Ethiopia",3234.90831450216
"323",323,"Albania","Falkland Islands",12599.6730430897
"324",324,"Albania","Faroe Islands",2725.23671523218
"325",325,"Albania","Fiji",16005.1206061323
"326",326,"Albania","Finland",1923.39043830129
"327",327,"Albania","France",803.117292005241
"328",328,"Albania","French Guiana",8084.74328993996
"329",329,"Albania","French Polynesia",15752.9950548562
"330",330,"Albania","French Southern and Antarctic Lands",10027.5015241483
"331",331,"Albania","Gabon",4201.13035772183
"332",332,"Albania","Gambia",4395.02562034295
"333",333,"Albania","Georgia",1593.41238567235
"334",334,"Albania","Germany",750.499612064373
"335",335,"Albania","Ghana",3736.58805779255
"336",336,"Albania","Greece",0
"337",337,"Albania","Greenland",3851.7785862319
"338",338,"Albania","Grenada",8360.80052506463
"339",339,"Albania","Grenadines",8267.61778122906
"340",340,"Albania","Guadeloupe",8036.68893955365
"341",341,"Albania","Guam",11618.5528606119
"342",342,"Albania","Guatemala",10136.4161306976
"343",343,"Albania","Guernsey",1867.50262596654
"344",344,"Albania","Guinea",4157.88877200275
"345",345,"Albania","Guinea-Bissau",4453.59004576494
"346",346,"Albania","Guyana",8429.56770276133
"347",347,"Albania","Haiti",8649.5574079556
"348",348,"Albania","Heard Island",11461.8377016085
"349",349,"Albania","Honduras",9894.41017682964
"350",350,"Albania","Hungary",361.073960922575
"351",351,"Albania","Iceland",3241.83859090696
"352",352,"Albania","India",4645.61461378569
"353",353,"Albania","Indonesia",8252.68582783846
"354",354,"Albania","Iran",1962.41578054427
"355",355,"Albania","Iraq",1767.80877014713
"356",356,"Albania","Ireland",2215.15063845411
"357",357,"Albania","Isle of Man",2178.86404948337
"358",358,"Albania","Israel",1504.66497316229
"359",359,"Albania","Italy",76.0962633721962
"360",360,"Albania","Ivory Coast",4025.35760108321
"361",361,"Albania","Jamaica",9125.92368885921
"362",362,"Albania","Japan",8639.43778649795
"363",363,"Albania","Jersey",1822.50607724416
"364",364,"Albania","Jordan",1568.85182715518
"365",365,"Albania","Kazakhstan",2151.1541719313
"366",366,"Albania","Kenya",4074.84191991023
"367",367,"Albania","Kiribati",14260.432149511
"368",368,"Albania","Kosovo",0
"369",369,"Albania","Kuwait",2637.1847936481
"370",370,"Albania","Kyrgyzstan",4050.59885254201
"371",371,"Albania","Laos",7650.31671915307
"372",372,"Albania","Latvia",1495.87615617119
"373",373,"Albania","Lebanon",1471.24953045197
"374",374,"Albania","Lesotho",7604.21264367891
"375",375,"Albania","Liberia",4546.43492998704
"376",376,"Albania","Libya",756.21189549456
"377",377,"Albania","Liechtenstein",935.110070737392
"378",378,"Albania","Lithuania",1285.14230875991
"379",379,"Albania","Luxembourg",1276.35025250982
"380",380,"Albania","Macedonia",0
"381",381,"Albania","Madagascar",6466.11952561873
"382",382,"Albania","Madeira Islands",3308.25748234221
"383",383,"Albania","Malawi",5587.48010056124
"384",384,"Albania","Malaysia",8588.57215637074
"385",385,"Albania","Maldives",6600.9681756907
"386",386,"Albania","Mali",2729.47098972025
"387",387,"Albania","Malta",641.377144955495
"388",388,"Albania","Marshall Islands",13167.5070416763
"389",389,"Albania","Martinique",8123.15015770846
"390",390,"Albania","Mauritania",2819.30926482271
"391",391,"Albania","Mauritius",7660.51958957365
"392",392,"Albania","Mayotte",6338.40009345839
"393",393,"Albania","Mexico",9680.75539105846
"394",394,"Albania","Micronesia",11480.0257284162
"395",395,"Albania","Moldova",715.284642112909
"396",396,"Albania","Monaco",981.085209493829
"397",397,"Albania","Mongolia",5125.3227684282
"398",398,"Albania","Montenegro",0
"399",399,"Albania","Montserrat",8079.83536742709
"400",400,"Albania","Morocco",1962.38836229094
"401",401,"Albania","Mozambique",5866.69907410594
"402",402,"Albania","Myanmar",6848.41696484503
"403",403,"Albania","Namibia",6310.6111980139
"404",404,"Albania","Nauru",14298.9798488405
"405",405,"Albania","Nepal",5436.78809185795
"406",406,"Albania","Netherlands",1377.08841172244
"407",407,"Albania","Nevis",8083.69870320253
"408",408,"Albania","New Caledonia",15431.0022491092
"409",409,"Albania","New Zealand",16043.4223965765
"410",410,"Albania","Nicaragua",9896.78223732252
"411",411,"Albania","Niger",1910.84261308096
"412",412,"Albania","Nigeria",2946.51574174588
"413",413,"Albania","Niue",17229.8974496307
"414",414,"Albania","Norfolk Island",16752.4717448074
"415",415,"Albania","Northern Mariana Islands",11223.8649251864
"416",416,"Albania","North Korea",8107.97210367302
"417",417,"Albania","Norway",1893.2841321513
"418",418,"Albania","Oman",3605.654120006
"419",419,"Albania","Pakistan",3778.84791064444
"420",420,"Albania","Palau",11368.1055135189
"421",421,"Albania","Palestine",1544.35793842861
"422",422,"Albania","Panama",9914.10809650047
"423",423,"Albania","Papua New Guinea",12677.1862357523
"424",424,"Albania","Paraguay",10410.087879902
"425",425,"Albania","Peru",10152.4390811623
"426",426,"Albania","Philippines",9366.8040757719
"427",427,"Albania","Pitcairn Islands",16442.5765162088
"428",428,"Albania","Poland",726.704041254688
"429",429,"Albania","Portugal",2110.31400158988
"430",430,"Albania","Puerto Rico",8240.65194407583
"431",431,"Albania","Qatar",3205.62603671437
"432",432,"Albania","Republic of Congo",3992.74253483904
"433",433,"Albania","Reunion",7632.34198903783
"434",434,"Albania","Romania",266.28721305933
"435",435,"Albania","Russia",1309.4734108139
"436",436,"Albania","Rwanda",4627.13165174532
"437",437,"Albania","Saba",8107.18190268846
"438",438,"Albania","Saint Barthelemy",8053.29411532443
"439",439,"Albania","Saint Helena",6708.95749880236
"440",440,"Albania","Saint Kitts",8085.45034447147
"441",441,"Albania","Saint Lucia",8168.84067096134
"442",442,"Albania","Saint Martin",8056.64333808203
"443",443,"Albania","Saint Pierre and Miquelon",5782.00653165563
"444",444,"Albania","Saint Vincent",8240.49805923369
"445",445,"Albania","Samoa",16560.0968597981
"446",446,"Albania","San Marino",585.346232647479
"447",447,"Albania","Sao Tome and Principe",4397.23090646588
"448",448,"Albania","Saudi Arabia",1750.94643667852
"449",449,"Albania","Senegal",4151.2754763995
"450",450,"Albania","Serbia",38.7301710753992
"451",451,"Albania","Seychelles",6082.22427186519
"452",452,"Albania","Siachen Glacier",4834.4902660036
"453",453,"Albania","Sierra Leone",4514.61985671386
"454",454,"Albania","Singapore",9289.82431099407
"455",455,"Albania","Sint Eustatius",8093.69580697505
"456",456,"Albania","Sint Maarten",8059.27695246873
"457",457,"Albania","Slovakia",576.298386555202
"458",458,"Albania","Slovenia",467.910744704484
"459",459,"Albania","Solomon Islands",14143.1917363273
"460",460,"Albania","Somalia",3858.46866373727
"461",461,"Albania","South Africa",6911.06579028
"462",462,"Albania","South Georgia",11716.3154130181
"463",463,"Albania","South Korea",8407.76216251132
"464",464,"Albania","South Sandwich Islands",11687.8253013982
"465",465,"Albania","South Sudan",3278.77981906325
"466",466,"Albania","Spain",1277.79051655449
"467",467,"Albania","Sri Lanka",6693.71227950125
"468",468,"Albania","Sudan",2009.43175883917
"469",469,"Albania","Suriname",8187.73351011515
"470",470,"Albania","Swaziland",7331.91312164336
"471",471,"Albania","Sweden",1473.17475540957
"472",472,"Albania","Switzerland",851.458087871157
"473",473,"Albania","Syria",1398.31831023502
"474",474,"Albania","Taiwan",8825.23695434348
"475",475,"Albania","Tajikistan",3913.87150053519
"476",476,"Albania","Tanzania",4628.80081726749
"477",477,"Albania","Thailand",7528.56903180491
"478",478,"Albania","Timor-Leste",11779.0889875605
"479",479,"Albania","Tobago",8336.3894443564
"480",480,"Albania","Togo",3698.85667247172
"481",481,"Albania","Tonga",17037.0802456777
"482",482,"Albania","Trinidad",8403.90856982728
"483",483,"Albania","Tunisia",808.10176951794
"484",484,"Albania","Turkey",397.504633139444
"485",485,"Albania","Turkmenistan",2626.52215471217
"486",486,"Albania","Turks and Caicos Islands",8488.89545607897
"487",487,"Albania","Uganda",4123.06004787073
"488",488,"Albania","UK",1677.60675716386
"489",489,"Albania","Ukraine",639.246466532663
"490",490,"Albania","United Arab Emirates",3367.0138129831
"491",491,"Albania","Uruguay",10987.1083586168
"492",492,"Albania","USA",6555.22368445627
"493",493,"Albania","Uzbekistan",2857.4475625307
"494",494,"Albania","Vanuatu",15535.9576332521
"495",495,"Albania","Vatican",567.157753737956
"496",496,"Albania","Venezuela",8490.53106514161
"497",497,"Albania","Vietnam",7697.13158830386
"498",498,"Albania","Virgin Islands, British",8116.01165183932
"499",499,"Albania","Virgin Islands, US",8173.51580627919
"500",500,"Albania","Wallis and Futuna",16402.4027877155
"501",501,"Albania","Western Sahara",2929.40746773687
"502",502,"Albania","Yemen",3319.10155752507
"503",503,"Albania","Zambia",5403.3711214484
"504",504,"Albania","Zimbabwe",6200.76524547796
"505",505,"Algeria","Afghanistan",4660.36867803253
"506",506,"Algeria","Albania",1010.48308547165
"507",507,"Algeria","American Samoa",17409.3554344405
"508",508,"Algeria","Andorra",640.11902875132
"509",509,"Algeria","Angola",2750.25049946736
"510",510,"Algeria","Anguilla",5618.96232701931
"511",511,"Algeria","Antarctica",9836.62298352475
"512",512,"Algeria","Antigua",5540.80081345621
"513",513,"Algeria","Argentina",7603.65640018276
"514",514,"Algeria","Armenia",3033.78359154759
"515",515,"Algeria","Aruba",6555.43303387209
"516",516,"Algeria","Ascension Island",3548.09032034262
"517",517,"Algeria","Australia",12121.1032326195
"518",518,"Algeria","Austria",1108.48523406664
"519",519,"Algeria","Azerbaijan",3158.21761640484
"520",520,"Algeria","Azores",1779.78260426855
"521",521,"Algeria","Bahamas",6404.97755567098
"522",522,"Algeria","Bahrain",3886.89400638157
"523",523,"Algeria","Bangladesh",7431.6413345467
"524",524,"Algeria","Barbados",5489.01038823261
"525",525,"Algeria","Barbuda",5524.04537383118
"526",526,"Algeria","Belarus",2008.16895420047
"527",527,"Algeria","Belgium",1382.54200623044
"528",528,"Algeria","Belize",8037.74805356567
"529",529,"Algeria","Benin",732.936453712823
"530",530,"Algeria","Bermuda",5327.63332183499
"531",531,"Algeria","Bhutan",7427.67664930952
"532",532,"Algeria","Bolivia",7207.50140343408
"533",533,"Algeria","Bonaire",6399.4401954175
"534",534,"Algeria","Bosnia and Herzegovina",1017.19038175739
"535",535,"Algeria","Botswana",4495.21448479451
"536",536,"Algeria","Brazil",4604.61721295668
"537",537,"Algeria","Brunei",11040.5158160621
"538",538,"Algeria","Bulgaria",1322.02170328934
"539",539,"Algeria","Burkina Faso",557.351532728906
"540",540,"Algeria","Burundi",3432.94947471638
"541",541,"Algeria","Cambodia",9445.31907918129
"542",542,"Algeria","Cameroon",1101.12517206497
"543",543,"Algeria","Canada",4308.82822335897
"544",544,"Algeria","Canary Islands",465.935349241996
"545",545,"Algeria","Cape Verde",1865.78127862563
"546",546,"Algeria","Cayman Islands",7185.57849451848
"547",547,"Algeria","Central African Republic",1683.67858661213
"548",548,"Algeria","Chad",313.484223637625
"549",549,"Algeria","Chagos Archipelago",7391.2961730738
"550",550,"Algeria","Chile",8222.55745933248
"551",551,"Algeria","China",5578.43537563507
"552",552,"Algeria","Christmas Island",10839.9435749381
"553",553,"Algeria","Cocos Islands",10032.1652473571
