"","kods","teritorija","Year","FDI","Subject","Measure"
"372","BA","Bosnija un Hercegovina","2014",NA,"OUTWARD","MLN_EUR"
"373","BA","Bosnija un Hercegovina","2015",NA,"OUTWARD","MLN_EUR"
"374","BA","Bosnija un Hercegovina","2016",NA,"OUTWARD","MLN_EUR"
"375","BA","Bosnija un Hercegovina","2017",NA,"OUTWARD","MLN_EUR"
"376","BA","Bosnija un Hercegovina","2018",NA,"OUTWARD","MLN_EUR"
"377","BA","Bosnija un Hercegovina","2019",NA,"OUTWARD","MLN_EUR"
"378","BA","Bosnija un Hercegovina","2020",0,"OUTWARD","MLN_EUR"
"379","BW","Botsvāna","2000",NA,"OUTWARD","MLN_EUR"
"380","BW","Botsvāna","2001",NA,"OUTWARD","MLN_EUR"
"381","BW","Botsvāna","2002",NA,"OUTWARD","MLN_EUR"
"382","BW","Botsvāna","2003",NA,"OUTWARD","MLN_EUR"
"383","BW","Botsvāna","2004",NA,"OUTWARD","MLN_EUR"
"384","BW","Botsvāna","2005",NA,"OUTWARD","MLN_EUR"
"385","BW","Botsvāna","2006",NA,"OUTWARD","MLN_EUR"
"386","BW","Botsvāna","2007",NA,"OUTWARD","MLN_EUR"
"387","BW","Botsvāna","2008",NA,"OUTWARD","MLN_EUR"
"388","BW","Botsvāna","2009",NA,"OUTWARD","MLN_EUR"
"389","BW","Botsvāna","2010",NA,"OUTWARD","MLN_EUR"
"390","BW","Botsvāna","2011",NA,"OUTWARD","MLN_EUR"
"391","BW","Botsvāna","2012",NA,"OUTWARD","MLN_EUR"
"392","BW","Botsvāna","2013",NA,"OUTWARD","MLN_EUR"
"393","BW","Botsvāna","2014",NA,"OUTWARD","MLN_EUR"
"394","BW","Botsvāna","2015",NA,"OUTWARD","MLN_EUR"
"395","BW","Botsvāna","2016",NA,"OUTWARD","MLN_EUR"
"396","BW","Botsvāna","2017",NA,"OUTWARD","MLN_EUR"
"397","BW","Botsvāna","2018",NA,"OUTWARD","MLN_EUR"
"398","BW","Botsvāna","2019",NA,"OUTWARD","MLN_EUR"
"399","BW","Botsvāna","2020",0,"OUTWARD","MLN_EUR"
"400","BR","Brazīlija","2000",NA,"OUTWARD","MLN_EUR"
"401","BR","Brazīlija","2001",NA,"OUTWARD","MLN_EUR"
"402","BR","Brazīlija","2002",NA,"OUTWARD","MLN_EUR"
"403","BR","Brazīlija","2003",NA,"OUTWARD","MLN_EUR"
"404","BR","Brazīlija","2004",NA,"OUTWARD","MLN_EUR"
"405","BR","Brazīlija","2005",NA,"OUTWARD","MLN_EUR"
"406","BR","Brazīlija","2006",NA,"OUTWARD","MLN_EUR"
"407","BR","Brazīlija","2007",NA,"OUTWARD","MLN_EUR"
"408","BR","Brazīlija","2008",NA,"OUTWARD","MLN_EUR"
"409","BR","Brazīlija","2009",NA,"OUTWARD","MLN_EUR"
"410","BR","Brazīlija","2010",NA,"OUTWARD","MLN_EUR"
"411","BR","Brazīlija","2011",NA,"OUTWARD","MLN_EUR"
"412","BR","Brazīlija","2012",NA,"OUTWARD","MLN_EUR"
"413","BR","Brazīlija","2013",NA,"OUTWARD","MLN_EUR"
"414","BR","Brazīlija","2014",NA,"OUTWARD","MLN_EUR"
"415","BR","Brazīlija","2015",0,"OUTWARD","MLN_EUR"
"416","BR","Brazīlija","2016",1,"OUTWARD","MLN_EUR"
"417","BR","Brazīlija","2017",1,"OUTWARD","MLN_EUR"
"418","BR","Brazīlija","2018",0,"OUTWARD","MLN_EUR"
"419","BR","Brazīlija","2019",1,"OUTWARD","MLN_EUR"
"420","BR","Brazīlija","2020",1,"OUTWARD","MLN_EUR"
"421","VG","Britu Virdžīnas","2000",NA,"OUTWARD","MLN_EUR"
"422","VG","Britu Virdžīnas","2001",NA,"OUTWARD","MLN_EUR"
"423","VG","Britu Virdžīnas","2002",NA,"OUTWARD","MLN_EUR"
"424","VG","Britu Virdžīnas","2003",0,"OUTWARD","MLN_EUR"
"425","VG","Britu Virdžīnas","2004",0,"OUTWARD","MLN_EUR"
"426","VG","Britu Virdžīnas","2005",0,"OUTWARD","MLN_EUR"
"427","VG","Britu Virdžīnas","2006",0,"OUTWARD","MLN_EUR"
"428","VG","Britu Virdžīnas","2007",10,"OUTWARD","MLN_EUR"
"429","VG","Britu Virdžīnas","2008",8,"OUTWARD","MLN_EUR"
"430","VG","Britu Virdžīnas","2009",8,"OUTWARD","MLN_EUR"
"431","VG","Britu Virdžīnas","2010",7,"OUTWARD","MLN_EUR"
"432","VG","Britu Virdžīnas","2011",7,"OUTWARD","MLN_EUR"
"433","VG","Britu Virdžīnas","2012",9,"OUTWARD","MLN_EUR"
"434","VG","Britu Virdžīnas","2013",7,"OUTWARD","MLN_EUR"
"435","VG","Britu Virdžīnas","2014",0,"OUTWARD","MLN_EUR"
"436","VG","Britu Virdžīnas","2015",0,"OUTWARD","MLN_EUR"
"437","VG","Britu Virdžīnas","2016",0,"OUTWARD","MLN_EUR"
"438","VG","Britu Virdžīnas","2017",0,"OUTWARD","MLN_EUR"
"439","VG","Britu Virdžīnas","2018",2,"OUTWARD","MLN_EUR"
"440","VG","Britu Virdžīnas","2019",2,"OUTWARD","MLN_EUR"
"441","VG","Britu Virdžīnas","2020",2,"OUTWARD","MLN_EUR"
"442","BG","Bulgārija","2000",0,"OUTWARD","MLN_EUR"
"443","BG","Bulgārija","2001",0,"OUTWARD","MLN_EUR"
"444","BG","Bulgārija","2002",0,"OUTWARD","MLN_EUR"
"445","BG","Bulgārija","2003",0,"OUTWARD","MLN_EUR"
"446","BG","Bulgārija","2004",0,"OUTWARD","MLN_EUR"
"447","BG","Bulgārija","2005",2,"OUTWARD","MLN_EUR"
"448","BG","Bulgārija","2006",1,"OUTWARD","MLN_EUR"
"449","BG","Bulgārija","2007",1,"OUTWARD","MLN_EUR"
"450","BG","Bulgārija","2008",3,"OUTWARD","MLN_EUR"
"451","BG","Bulgārija","2009",2,"OUTWARD","MLN_EUR"
"452","BG","Bulgārija","2010",1,"OUTWARD","MLN_EUR"
"453","BG","Bulgārija","2011",0,"OUTWARD","MLN_EUR"
"454","BG","Bulgārija","2012",2,"OUTWARD","MLN_EUR"
"455","BG","Bulgārija","2013",3,"OUTWARD","MLN_EUR"
"456","BG","Bulgārija","2014",134,"OUTWARD","MLN_EUR"
"457","BG","Bulgārija","2015",135,"OUTWARD","MLN_EUR"
"458","BG","Bulgārija","2016",134,"OUTWARD","MLN_EUR"
"459","BG","Bulgārija","2017",133,"OUTWARD","MLN_EUR"
"460","BG","Bulgārija","2018",141,"OUTWARD","MLN_EUR"
"461","BG","Bulgārija","2019",133,"OUTWARD","MLN_EUR"
"462","BG","Bulgārija","2020",133,"OUTWARD","MLN_EUR"
"463","CZ","Čehija","2000",0,"OUTWARD","MLN_EUR"
"464","CZ","Čehija","2001",0,"OUTWARD","MLN_EUR"
"465","CZ","Čehija","2002",0,"OUTWARD","MLN_EUR"
"466","CZ","Čehija","2003",0,"OUTWARD","MLN_EUR"
"467","CZ","Čehija","2004",0,"OUTWARD","MLN_EUR"
"468","CZ","Čehija","2005",1,"OUTWARD","MLN_EUR"
"469","CZ","Čehija","2006",0,"OUTWARD","MLN_EUR"
"470","CZ","Čehija","2007",1,"OUTWARD","MLN_EUR"
"471","CZ","Čehija","2008",1,"OUTWARD","MLN_EUR"
"472","CZ","Čehija","2009",1,"OUTWARD","MLN_EUR"
"473","CZ","Čehija","2010",NA,"OUTWARD","MLN_EUR"
"474","CZ","Čehija","2011",NA,"OUTWARD","MLN_EUR"
"475","CZ","Čehija","2012",11,"OUTWARD","MLN_EUR"
"476","CZ","Čehija","2013",0,"OUTWARD","MLN_EUR"
"477","CZ","Čehija","2014",3,"OUTWARD","MLN_EUR"
"478","CZ","Čehija","2015",2,"OUTWARD","MLN_EUR"
"479","CZ","Čehija","2016",8,"OUTWARD","MLN_EUR"
"480","CZ","Čehija","2017",7,"OUTWARD","MLN_EUR"
"481","CZ","Čehija","2018",8,"OUTWARD","MLN_EUR"
"482","CZ","Čehija","2019",8,"OUTWARD","MLN_EUR"
"483","CZ","Čehija","2020",7,"OUTWARD","MLN_EUR"
"484","DK","Dānija","2000",0,"OUTWARD","MLN_EUR"
"485","DK","Dānija","2001",0,"OUTWARD","MLN_EUR"
"486","DK","Dānija","2002",0,"OUTWARD","MLN_EUR"
"487","DK","Dānija","2003",0,"OUTWARD","MLN_EUR"
"488","DK","Dānija","2004",0,"OUTWARD","MLN_EUR"
"489","DK","Dānija","2005",7,"OUTWARD","MLN_EUR"
"490","DK","Dānija","2006",7,"OUTWARD","MLN_EUR"
"491","DK","Dānija","2007",7,"OUTWARD","MLN_EUR"
"492","DK","Dānija","2008",7,"OUTWARD","MLN_EUR"
"493","DK","Dānija","2009",2,"OUTWARD","MLN_EUR"
"494","DK","Dānija","2010",0,"OUTWARD","MLN_EUR"
"495","DK","Dānija","2011",0,"OUTWARD","MLN_EUR"
"496","DK","Dānija","2012",0,"OUTWARD","MLN_EUR"
"497","DK","Dānija","2013",1,"OUTWARD","MLN_EUR"
"498","DK","Dānija","2014",2,"OUTWARD","MLN_EUR"
"499","DK","Dānija","2015",9,"OUTWARD","MLN_EUR"
"500","DK","Dānija","2016",19,"OUTWARD","MLN_EUR"
"501","DK","Dānija","2017",19,"OUTWARD","MLN_EUR"
"502","DK","Dānija","2018",12,"OUTWARD","MLN_EUR"
"503","DK","Dānija","2019",12,"OUTWARD","MLN_EUR"
"504","DK","Dānija","2020",11,"OUTWARD","MLN_EUR"
"505","ES","Eiropas Savienība 27 (kopā)","2000",14,"OUTWARD","MLN_EUR"
"506","ES","Eiropas Savienība 27 (kopā)","2001",24,"OUTWARD","MLN_EUR"
"507","ES","Eiropas Savienība 27 (kopā)","2002",36,"OUTWARD","MLN_EUR"
"508","ES","Eiropas Savienība 27 (kopā)","2003",53,"OUTWARD","MLN_EUR"
"509","ES","Eiropas Savienība 27 (kopā)","2004",71,"OUTWARD","MLN_EUR"
"510","ES","Eiropas Savienība 27 (kopā)","2005",106,"OUTWARD","MLN_EUR"
"511","ES","Eiropas Savienība 27 (kopā)","2006",137,"OUTWARD","MLN_EUR"
"512","ES","Eiropas Savienība 27 (kopā)","2007",294,"OUTWARD","MLN_EUR"
"513","ES","Eiropas Savienība 27 (kopā)","2008",307,"OUTWARD","MLN_EUR"
"514","ES","Eiropas Savienība 27 (kopā)","2009",323,"OUTWARD","MLN_EUR"
"515","ES","Eiropas Savienība 27 (kopā)","2010",360,"OUTWARD","MLN_EUR"
"516","ES","Eiropas Savienība 27 (kopā)","2011",354,"OUTWARD","MLN_EUR"
"517","ES","Eiropas Savienība 27 (kopā)","2012",445,"OUTWARD","MLN_EUR"
"518","ES","Eiropas Savienība 27 (kopā)","2013",671,"OUTWARD","MLN_EUR"
"519","ES","Eiropas Savienība 27 (kopā)","2014",1039,"OUTWARD","MLN_EUR"
"520","ES","Eiropas Savienība 27 (kopā)","2015",1171,"OUTWARD","MLN_EUR"
"521","ES","Eiropas Savienība 27 (kopā)","2016",1274,"OUTWARD","MLN_EUR"
"522","ES","Eiropas Savienība 27 (kopā)","2017",1341,"OUTWARD","MLN_EUR"
"523","ES","Eiropas Savienība 27 (kopā)","2018",1473,"OUTWARD","MLN_EUR"
"524","ES","Eiropas Savienība 27 (kopā)","2019",1420,"OUTWARD","MLN_EUR"
"525","ES","Eiropas Savienība 27 (kopā)","2020",1531,"OUTWARD","MLN_EUR"
"526","PH","Filipīnas","2000",NA,"OUTWARD","MLN_EUR"
"527","PH","Filipīnas","2001",NA,"OUTWARD","MLN_EUR"
"528","PH","Filipīnas","2002",NA,"OUTWARD","MLN_EUR"
"529","PH","Filipīnas","2003",NA,"OUTWARD","MLN_EUR"
"530","PH","Filipīnas","2004",NA,"OUTWARD","MLN_EUR"
"531","PH","Filipīnas","2005",NA,"OUTWARD","MLN_EUR"
"532","PH","Filipīnas","2006",NA,"OUTWARD","MLN_EUR"
"533","PH","Filipīnas","2007",NA,"OUTWARD","MLN_EUR"
"534","PH","Filipīnas","2008",NA,"OUTWARD","MLN_EUR"
"535","PH","Filipīnas","2009",NA,"OUTWARD","MLN_EUR"
"536","PH","Filipīnas","2010",NA,"OUTWARD","MLN_EUR"
"537","PH","Filipīnas","2011",NA,"OUTWARD","MLN_EUR"
"538","PH","Filipīnas","2012",NA,"OUTWARD","MLN_EUR"
"539","PH","Filipīnas","2013",NA,"OUTWARD","MLN_EUR"
"540","PH","Filipīnas","2014",NA,"OUTWARD","MLN_EUR"
"541","PH","Filipīnas","2015",NA,"OUTWARD","MLN_EUR"
"542","PH","Filipīnas","2016",NA,"OUTWARD","MLN_EUR"
"543","PH","Filipīnas","2017",NA,"OUTWARD","MLN_EUR"
"544","PH","Filipīnas","2018",NA,"OUTWARD","MLN_EUR"
"545","PH","Filipīnas","2019",0,"OUTWARD","MLN_EUR"
"546","PH","Filipīnas","2020",0,"OUTWARD","MLN_EUR"
"547","FR","Francija","2000",NA,"OUTWARD","MLN_EUR"
"548","FR","Francija","2001",0,"OUTWARD","MLN_EUR"
"549","FR","Francija","2002",0,"OUTWARD","MLN_EUR"
"550","FR","Francija","2003",0,"OUTWARD","MLN_EUR"
"551","FR","Francija","2004",0,"OUTWARD","MLN_EUR"
"552","FR","Francija","2005",0,"OUTWARD","MLN_EUR"
"553","FR","Francija","2006",1,"OUTWARD","MLN_EUR"
"554","FR","Francija","2007",7,"OUTWARD","MLN_EUR"
"555","FR","Francija","2008",0,"OUTWARD","MLN_EUR"
"556","FR","Francija","2009",6,"OUTWARD","MLN_EUR"
"557","FR","Francija","2010",13,"OUTWARD","MLN_EUR"
"558","FR","Francija","2011",12,"OUTWARD","MLN_EUR"
"559","FR","Francija","2012",12,"OUTWARD","MLN_EUR"
"560","FR","Francija","2013",12,"OUTWARD","MLN_EUR"
"561","FR","Francija","2014",24,"OUTWARD","MLN_EUR"
"562","FR","Francija","2015",22,"OUTWARD","MLN_EUR"
"563","FR","Francija","2016",21,"OUTWARD","MLN_EUR"
"564","FR","Francija","2017",23,"OUTWARD","MLN_EUR"
"565","FR","Francija","2018",20,"OUTWARD","MLN_EUR"
"566","FR","Francija","2019",25,"OUTWARD","MLN_EUR"
"567","FR","Francija","2020",24,"OUTWARD","MLN_EUR"
"568","GG","Gērnsija","2000",NA,"OUTWARD","MLN_EUR"
"569","GG","Gērnsija","2001",NA,"OUTWARD","MLN_EUR"
"570","GG","Gērnsija","2002",NA,"OUTWARD","MLN_EUR"
"571","GG","Gērnsija","2003",NA,"OUTWARD","MLN_EUR"
"572","GG","Gērnsija","2004",NA,"OUTWARD","MLN_EUR"
"573","GG","Gērnsija","2005",NA,"OUTWARD","MLN_EUR"
"574","GG","Gērnsija","2006",NA,"OUTWARD","MLN_EUR"
"575","GG","Gērnsija","2007",NA,"OUTWARD","MLN_EUR"
"576","GG","Gērnsija","2008",NA,"OUTWARD","MLN_EUR"
"577","GG","Gērnsija","2009",NA,"OUTWARD","MLN_EUR"
"578","GG","Gērnsija","2010",NA,"OUTWARD","MLN_EUR"
"579","GG","Gērnsija","2011",NA,"OUTWARD","MLN_EUR"
"580","GG","Gērnsija","2012",NA,"OUTWARD","MLN_EUR"
"581","GG","Gērnsija","2013",NA,"OUTWARD","MLN_EUR"
"582","GG","Gērnsija","2014",NA,"OUTWARD","MLN_EUR"
"583","GG","Gērnsija","2015",NA,"OUTWARD","MLN_EUR"
"584","GG","Gērnsija","2016",NA,"OUTWARD","MLN_EUR"
"585","GG","Gērnsija","2017",NA,"OUTWARD","MLN_EUR"
"586","GG","Gērnsija","2018",NA,"OUTWARD","MLN_EUR"
"587","GG","Gērnsija","2019",0,"OUTWARD","MLN_EUR"
"588","GG","Gērnsija","2020",0,"OUTWARD","MLN_EUR"
"589","GI","Gibraltārs","2000",0,"OUTWARD","MLN_EUR"
"590","GI","Gibraltārs","2001",0,"OUTWARD","MLN_EUR"
"591","GI","Gibraltārs","2002",0,"OUTWARD","MLN_EUR"
"592","GI","Gibraltārs","2003",0,"OUTWARD","MLN_EUR"
"593","GI","Gibraltārs","2004",0,"OUTWARD","MLN_EUR"
"594","GI","Gibraltārs","2005",0,"OUTWARD","MLN_EUR"
"595","GI","Gibraltārs","2006",0,"OUTWARD","MLN_EUR"
"596","GI","Gibraltārs","2007",0,"OUTWARD","MLN_EUR"
"597","GI","Gibraltārs","2008",0,"OUTWARD","MLN_EUR"
"598","GI","Gibraltārs","2009",0,"OUTWARD","MLN_EUR"
"599","GI","Gibraltārs","2010",0,"OUTWARD","MLN_EUR"
"600","GI","Gibraltārs","2011",NA,"OUTWARD","MLN_EUR"
"601","GI","Gibraltārs","2012",0,"OUTWARD","MLN_EUR"
"602","GI","Gibraltārs","2013",NA,"OUTWARD","MLN_EUR"
"603","GI","Gibraltārs","2014",NA,"OUTWARD","MLN_EUR"
"604","GI","Gibraltārs","2015",NA,"OUTWARD","MLN_EUR"
"605","GI","Gibraltārs","2016",NA,"OUTWARD","MLN_EUR"
"606","GI","Gibraltārs","2017",NA,"OUTWARD","MLN_EUR"
"607","GI","Gibraltārs","2018",NA,"OUTWARD","MLN_EUR"
"608","GI","Gibraltārs","2019",NA,"OUTWARD","MLN_EUR"
"609","GI","Gibraltārs","2020",NA,"OUTWARD","MLN_EUR"
"610","GR","Grieķija","2000",NA,"OUTWARD","MLN_EUR"
"611","GR","Grieķija","2001",NA,"OUTWARD","MLN_EUR"
"612","GR","Grieķija","2002",NA,"OUTWARD","MLN_EUR"
"613","GR","Grieķija","2003",NA,"OUTWARD","MLN_EUR"
"614","GR","Grieķija","2004",NA,"OUTWARD","MLN_EUR"
"615","GR","Grieķija","2005",NA,"OUTWARD","MLN_EUR"
"616","GR","Grieķija","2006",NA,"OUTWARD","MLN_EUR"
"617","GR","Grieķija","2007",NA,"OUTWARD","MLN_EUR"
"618","GR","Grieķija","2008",NA,"OUTWARD","MLN_EUR"
"619","GR","Grieķija","2009",NA,"OUTWARD","MLN_EUR"
"620","GR","Grieķija","2010",NA,"OUTWARD","MLN_EUR"
"621","GR","Grieķija","2011",NA,"OUTWARD","MLN_EUR"
"622","GR","Grieķija","2012",NA,"OUTWARD","MLN_EUR"
"623","GR","Grieķija","2013",NA,"OUTWARD","MLN_EUR"
"624","GR","Grieķija","2014",NA,"OUTWARD","MLN_EUR"
"625","GR","Grieķija","2015",NA,"OUTWARD","MLN_EUR"
"626","GR","Grieķija","2016",NA,"OUTWARD","MLN_EUR"
"627","GR","Grieķija","2017",11,"OUTWARD","MLN_EUR"
"628","GR","Grieķija","2018",13,"OUTWARD","MLN_EUR"
"629","GR","Grieķija","2019",14,"OUTWARD","MLN_EUR"
"630","GR","Grieķija","2020",15,"OUTWARD","MLN_EUR"
"631","GE","Gruzija","2000",NA,"OUTWARD","MLN_EUR"
"632","GE","Gruzija","2001",NA,"OUTWARD","MLN_EUR"
"633","GE","Gruzija","2002",NA,"OUTWARD","MLN_EUR"
"634","GE","Gruzija","2003",NA,"OUTWARD","MLN_EUR"
"635","GE","Gruzija","2004",NA,"OUTWARD","MLN_EUR"
"636","GE","Gruzija","2005",NA,"OUTWARD","MLN_EUR"
"637","GE","Gruzija","2006",NA,"OUTWARD","MLN_EUR"
"638","GE","Gruzija","2007",0,"OUTWARD","MLN_EUR"
"639","GE","Gruzija","2008",0,"OUTWARD","MLN_EUR"
"640","GE","Gruzija","2009",0,"OUTWARD","MLN_EUR"
"641","GE","Gruzija","2010",0,"OUTWARD","MLN_EUR"
"642","GE","Gruzija","2011",0,"OUTWARD","MLN_EUR"
"643","GE","Gruzija","2012",0,"OUTWARD","MLN_EUR"
"644","GE","Gruzija","2013",0,"OUTWARD","MLN_EUR"
"645","GE","Gruzija","2014",1,"OUTWARD","MLN_EUR"
"646","GE","Gruzija","2015",19,"OUTWARD","MLN_EUR"
"647","GE","Gruzija","2016",24,"OUTWARD","MLN_EUR"
"648","GE","Gruzija","2017",29,"OUTWARD","MLN_EUR"
"649","GE","Gruzija","2018",8,"OUTWARD","MLN_EUR"
"650","GE","Gruzija","2019",4,"OUTWARD","MLN_EUR"
"651","GE","Gruzija","2020",3,"OUTWARD","MLN_EUR"
"652","HK","Honkonga","2000",NA,"OUTWARD","MLN_EUR"
"653","HK","Honkonga","2001",NA,"OUTWARD","MLN_EUR"
"654","HK","Honkonga","2002",NA,"OUTWARD","MLN_EUR"
"655","HK","Honkonga","2003",NA,"OUTWARD","MLN_EUR"
"656","HK","Honkonga","2004",NA,"OUTWARD","MLN_EUR"
"657","HK","Honkonga","2005",NA,"OUTWARD","MLN_EUR"
"658","HK","Honkonga","2006",NA,"OUTWARD","MLN_EUR"
"659","HK","Honkonga","2007",NA,"OUTWARD","MLN_EUR"
"660","HK","Honkonga","2008",NA,"OUTWARD","MLN_EUR"
"661","HK","Honkonga","2009",NA,"OUTWARD","MLN_EUR"
"662","HK","Honkonga","2010",NA,"OUTWARD","MLN_EUR"
"663","HK","Honkonga","2011",NA,"OUTWARD","MLN_EUR"
"664","HK","Honkonga","2012",NA,"OUTWARD","MLN_EUR"
"665","HK","Honkonga","2013",NA,"OUTWARD","MLN_EUR"
"666","HK","Honkonga","2014",0,"OUTWARD","MLN_EUR"
"667","HK","Honkonga","2015",0,"OUTWARD","MLN_EUR"
"668","HK","Honkonga","2016",0,"OUTWARD","MLN_EUR"
"669","HK","Honkonga","2017",0,"OUTWARD","MLN_EUR"
"670","HK","Honkonga","2018",0,"OUTWARD","MLN_EUR"
"671","HK","Honkonga","2019",0,"OUTWARD","MLN_EUR"
"672","HK","Honkonga","2020",0,"OUTWARD","MLN_EUR"
"673","HR","Horvātija","2000",NA,"OUTWARD","MLN_EUR"
"674","HR","Horvātija","2001",0,"OUTWARD","MLN_EUR"
"675","HR","Horvātija","2002",1,"OUTWARD","MLN_EUR"
"676","HR","Horvātija","2003",1,"OUTWARD","MLN_EUR"
"677","HR","Horvātija","2004",2,"OUTWARD","MLN_EUR"
"678","HR","Horvātija","2005",1,"OUTWARD","MLN_EUR"
"679","HR","Horvātija","2006",2,"OUTWARD","MLN_EUR"
"680","HR","Horvātija","2007",3,"OUTWARD","MLN_EUR"
"681","HR","Horvātija","2008",3,"OUTWARD","MLN_EUR"
"682","HR","Horvātija","2009",-1,"OUTWARD","MLN_EUR"
"683","HR","Horvātija","2010",-1,"OUTWARD","MLN_EUR"
"684","HR","Horvātija","2011",0,"OUTWARD","MLN_EUR"
"685","HR","Horvātija","2012",-1,"OUTWARD","MLN_EUR"
"686","HR","Horvātija","2013",3,"OUTWARD","MLN_EUR"
"687","HR","Horvātija","2014",4,"OUTWARD","MLN_EUR"
"688","HR","Horvātija","2015",0,"OUTWARD","MLN_EUR"
"689","HR","Horvātija","2016",NA,"OUTWARD","MLN_EUR"
"690","HR","Horvātija","2017",NA,"OUTWARD","MLN_EUR"
"691","HR","Horvātija","2018",0,"OUTWARD","MLN_EUR"
"692","HR","Horvātija","2019",0,"OUTWARD","MLN_EUR"
"693","HR","Horvātija","2020",NA,"OUTWARD","MLN_EUR"
"694","EE","Igaunija","2000",2,"OUTWARD","MLN_EUR"
"695","EE","Igaunija","2001",3,"OUTWARD","MLN_EUR"
"696","EE","Igaunija","2002",5,"OUTWARD","MLN_EUR"
"697","EE","Igaunija","2003",8,"OUTWARD","MLN_EUR"
"698","EE","Igaunija","2004",13,"OUTWARD","MLN_EUR"
"699","EE","Igaunija","2005",23,"OUTWARD","MLN_EUR"
"700","EE","Igaunija","2006",21,"OUTWARD","MLN_EUR"
"701","EE","Igaunija","2007",52,"OUTWARD","MLN_EUR"
"702","EE","Igaunija","2008",38,"OUTWARD","MLN_EUR"
"703","EE","Igaunija","2009",54,"OUTWARD","MLN_EUR"
"704","EE","Igaunija","2010",73,"OUTWARD","MLN_EUR"
"705","EE","Igaunija","2011",84,"OUTWARD","MLN_EUR"
"706","EE","Igaunija","2012",87,"OUTWARD","MLN_EUR"
"707","EE","Igaunija","2013",113,"OUTWARD","MLN_EUR"
"708","EE","Igaunija","2014",166,"OUTWARD","MLN_EUR"
"709","EE","Igaunija","2015",169,"OUTWARD","MLN_EUR"
"710","EE","Igaunija","2016",222,"OUTWARD","MLN_EUR"
"711","EE","Igaunija","2017",211,"OUTWARD","MLN_EUR"
"712","EE","Igaunija","2018",201,"OUTWARD","MLN_EUR"
"713","EE","Igaunija","2019",239,"OUTWARD","MLN_EUR"
"714","EE","Igaunija","2020",258,"OUTWARD","MLN_EUR"
"715","IN","Indija","2000",NA,"OUTWARD","MLN_EUR"
"716","IN","Indija","2001",NA,"OUTWARD","MLN_EUR"
"717","IN","Indija","2002",NA,"OUTWARD","MLN_EUR"
"718","IN","Indija","2003",NA,"OUTWARD","MLN_EUR"
"719","IN","Indija","2004",0,"OUTWARD","MLN_EUR"
"720","IN","Indija","2005",NA,"OUTWARD","MLN_EUR"
"721","IN","Indija","2006",NA,"OUTWARD","MLN_EUR"
"722","IN","Indija","2007",NA,"OUTWARD","MLN_EUR"
"723","IN","Indija","2008",NA,"OUTWARD","MLN_EUR"
"724","IN","Indija","2009",NA,"OUTWARD","MLN_EUR"
"725","IN","Indija","2010",NA,"OUTWARD","MLN_EUR"
"726","IN","Indija","2011",NA,"OUTWARD","MLN_EUR"
"727","IN","Indija","2012",NA,"OUTWARD","MLN_EUR"
"728","IN","Indija","2013",NA,"OUTWARD","MLN_EUR"
"729","IN","Indija","2014",NA,"OUTWARD","MLN_EUR"
"730","IN","Indija","2015",NA,"OUTWARD","MLN_EUR"
"731","IN","Indija","2016",NA,"OUTWARD","MLN_EUR"
"732","IN","Indija","2017",NA,"OUTWARD","MLN_EUR"
"733","IN","Indija","2018",NA,"OUTWARD","MLN_EUR"
"734","IN","Indija","2019",NA,"OUTWARD","MLN_EUR"
"735","IN","Indija","2020",NA,"OUTWARD","MLN_EUR"
"736","ID","Indonēzija","2000",NA,"OUTWARD","MLN_EUR"
"737","ID","Indonēzija","2001",NA,"OUTWARD","MLN_EUR"
"738","ID","Indonēzija","2002",NA,"OUTWARD","MLN_EUR"
"739","ID","Indonēzija","2003",NA,"OUTWARD","MLN_EUR"
"740","ID","Indonēzija","2004",NA,"OUTWARD","MLN_EUR"
"741","ID","Indonēzija","2005",NA,"OUTWARD","MLN_EUR"
"742","ID","Indonēzija","2006",NA,"OUTWARD","MLN_EUR"
"743","ID","Indonēzija","2007",NA,"OUTWARD","MLN_EUR"
"744","ID","Indonēzija","2008",NA,"OUTWARD","MLN_EUR"
"745","ID","Indonēzija","2009",NA,"OUTWARD","MLN_EUR"
"746","ID","Indonēzija","2010",NA,"OUTWARD","MLN_EUR"
"747","ID","Indonēzija","2011",NA,"OUTWARD","MLN_EUR"
"748","ID","Indonēzija","2012",NA,"OUTWARD","MLN_EUR"
"749","ID","Indonēzija","2013",NA,"OUTWARD","MLN_EUR"
"750","ID","Indonēzija","2014",NA,"OUTWARD","MLN_EUR"
"751","ID","Indonēzija","2015",NA,"OUTWARD","MLN_EUR"
"752","ID","Indonēzija","2016",NA,"OUTWARD","MLN_EUR"
"753","ID","Indonēzija","2017",NA,"OUTWARD","MLN_EUR"
"754","ID","Indonēzija","2018",0,"OUTWARD","MLN_EUR"
"755","ID","Indonēzija","2019",0,"OUTWARD","MLN_EUR"
"756","ID","Indonēzija","2020",0,"OUTWARD","MLN_EUR"
"757","IE","Īrija","2000",0,"OUTWARD","MLN_EUR"
"758","IE","Īrija","2001",0,"OUTWARD","MLN_EUR"
"759","IE","Īrija","2002",0,"OUTWARD","MLN_EUR"
"760","IE","Īrija","2003",0,"OUTWARD","MLN_EUR"
"761","IE","Īrija","2004",0,"OUTWARD","MLN_EUR"
"762","IE","Īrija","2005",0,"OUTWARD","MLN_EUR"
"763","IE","Īrija","2006",0,"OUTWARD","MLN_EUR"
